state_postal,candidate_normalized,district,office,county_fips,year,stage,jurisdiction,precinct,candidate,party,votes,writein,mode,dataverse,state,state_icpsr,state_fips,county_ansi,county_name,county_lat,county_long,candidate_last,candidate_first,candidate_middle,candidate_full,candidate_suffix,candidate_nickname,candidate_fec,candidate_google,candidate_govtrack,candidate_icpsr,candidate_maplight,candidate_opensecrets,candidate_wikidata,candidate_party,candidate_fec_name,special
WY,NA,0,US House,56001,2016,gen,Albany,Lincoln Community Center 45-2,NA,NA,4,TRUE,total,house,Wyoming,68,56,1605066,Albany County,41.665514,-105.721883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56001,2016,gen,Albany,New Laramie High School 46-1,NA,NA,4,TRUE,total,house,Wyoming,68,56,1605066,Albany County,41.665514,-105.721883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56001,2016,gen,Albany,New Laramie High School 46-2,NA,NA,6,TRUE,total,house,Wyoming,68,56,1605066,Albany County,41.665514,-105.721883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56003,2016,gen,Big Horn,Basin-Fair Grounds 1-1,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605067,Big Horn County,44.525117,-107.994848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56003,2016,gen,Big Horn,Cowley-Log Gym 22-1,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605067,Big Horn County,44.525117,-107.994848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56003,2016,gen,Big Horn,Byron-Town Complex 23-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605067,Big Horn County,44.525117,-107.994848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56003,2016,gen,Big Horn,Deaver-Community Hall 25-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605067,Big Horn County,44.525117,-107.994848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56003,2016,gen,Big Horn,Frannie-Community Center 26-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605067,Big Horn County,44.525117,-107.994848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56003,2016,gen,Big Horn,Burlington-Fire Hall 2-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605067,Big Horn County,44.525117,-107.994848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56003,2016,gen,Big Horn,Otto-Burlington Fire Hall 3-1,NA,NA,1,TRUE,total,house,Wyoming,68,56,1605067,Big Horn County,44.525117,-107.994848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56003,2016,gen,Big Horn,Emblem-Greybull Irrigation District Office 5-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605067,Big Horn County,44.525117,-107.994848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56003,2016,gen,Big Horn,Hayattville-Community Center 6-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605067,Big Horn County,44.525117,-107.994848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56003,2016,gen,Big Horn,Manderson-Town Hall 8-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605067,Big Horn County,44.525117,-107.994848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56003,2016,gen,Big Horn,Greybull-Elks Lodge 11-1,NA,NA,4,TRUE,total,house,Wyoming,68,56,1605067,Big Horn County,44.525117,-107.994848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56003,2016,gen,Big Horn,Shell-Community Hall 16-1,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605067,Big Horn County,44.525117,-107.994848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56003,2016,gen,Big Horn,Lovell-Community Center 20-1,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605067,Big Horn County,44.525117,-107.994848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-1,NA,NA,4,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-16,NA,NA,7,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-17,NA,NA,9,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-18,NA,NA,1,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-19,NA,NA,1,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-20,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-21,NA,NA,3,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-22,NA,NA,4,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-23,NA,NA,1,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-24,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-25,NA,NA,3,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-3,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-26,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 2-1,NA,NA,1,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 3-1,NA,NA,3,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Rozet School 4-1,NA,NA,4,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 5-1,NA,NA,3,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Rawhide School 6-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Recluse Community Hall 7-1,NA,NA,1,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Little Powder School 8-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 9-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,4-J School 13-1,NA,NA,3,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-5,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Wright Town Hall 14-1,NA,NA,1,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Wright Town Hall 14-2,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 18-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 19-1,NA,NA,3,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 22-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,1st United Methodist Church 23-1,NA,NA,3,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 24-1,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 26-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-7,NA,NA,1,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-9,NA,NA,4,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-11,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-12,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-14,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56005,2016,gen,Campbell,Cam-Plex Wyoming Center 1-15,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605068,Campbell County,44.191999,-105.517014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Jeffrey Center 1-1,NA,NA,3,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Medicine Bow Senior Center 7-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Hanna Town Hall 8-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Elk Mountain Senior Center 9-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,McFadden Fire Station 10-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Platte Valley Community Center 11-1,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Platte Valley Community Center 11-2,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Encampment Opera House 12-1,NA,NA,1,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Encampment Opera House13-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Valley Community Center 14-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Valley Community Center 15-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Jeffrey Center 1-2,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Jeffrey Center 2-1,NA,NA,1,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Jeffrey Center 2-2,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Jeffrey Center 3-1,NA,NA,1,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Jeffrey Center 3-2,NA,NA,4,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Jeffrey Center 4-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Sinclair Town Hall 5-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56007,2016,gen,Carbon,Hanna Town Hall 6-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605069,Carbon County,41.70359,-106.933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Eastern Wyoming College 1-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Glenrock Recreation Center 10-10,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Glenrock Recreation Center 11-11,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Dry Creek Hall 13-13,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Douglas Recreation Center 20-20,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Douglas Recreation Center 23-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Douglas Recreation Center 23-2,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Douglas Recreation Center 23-3,NA,NA,2,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Douglas Recreation Center 23-4,NA,NA,4,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Douglas Recreation Center 23-5,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Douglas Recreation Center 23-6,NA,NA,1,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Douglas Recreation Center 2-2,NA,NA,1,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Eastern Wyoming College 3-1,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Douglas Recreation Center 4-4,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Glenrock Recreation Center 6-6,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WY,NA,0,US House,56009,2016,gen,Converse,Douglas Recreation Center 7-7,NA,NA,0,TRUE,total,house,Wyoming,68,56,1605070,Converse County,42.974898,-105.505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
