STATEFP|COUNTYFP|DISTRICT|NAME|NAMELSAD
19|001|001001|ADAIR IN ADAIR COUNTY|ADAIR IN ADAIR COUNTY Voting District
19|001|001002|SUMMIT TWP W/O ADAIR|SUMMIT TWP W/O ADAIR Voting District
19|001|001003|WALNUT TWP W/O CASEY|WALNUT TWP W/O CASEY Voting District
19|001|001004|CASEY IN ADAIR COUNTY|CASEY IN ADAIR COUNTY Voting District
19|001|001005|JEFFERSON TWP|JEFFERSON TWP Voting District
19|001|001006|LINCOLN TWP W/O STUART|LINCOLN TWP W/O STUART Voting District
19|001|001007|STUART IN ADAIR COUNTY|STUART IN ADAIR COUNTY Voting District
19|001|001008|HARRISON TWP|HARRISON TWP Voting District
19|001|001009|GROVE TWP|GROVE TWP Voting District
19|001|001010|PRUSSIA TWP|PRUSSIA TWP Voting District
19|001|001011|EUREKA TWP|EUREKA TWP Voting District
19|001|001012|JACKSON TWP W/O BRIDGEWATER|JACKSON TWP W/O BRIDGEWATER Voting District
19|001|001013|BRIDGEWATER|BRIDGEWATER Voting District
19|001|001014|SUMMERSET TWP|SUMMERSET TWP Voting District
19|001|001015|LEE TWP W/O GREENFIELD|LEE TWP W/O GREENFIELD Voting District
19|001|001016|GREENFIELD TWP W/O GREENFIELD|GREENFIELD TWP W/O GREENFIELD Voting District
19|001|001017|GREENFIELD|GREENFIELD Voting District
19|001|001018|GRAND RIVER TWP|GRAND RIVER TWP Voting District
19|001|001019|UNION TWP|UNION TWP Voting District
19|001|001020|ORIENT TWP|ORIENT TWP Voting District
19|001|001021|RICHLAND TWP|RICHLAND TWP Voting District
19|001|001022|WASHINGTON TWP|WASHINGTON TWP Voting District
19|003|003001|LINCOLN TWP|LINCOLN TWP Voting District
19|003|003002|WASHINGTON TWP|WASHINGTON TWP Voting District
19|003|003003|CARL TWP|CARL TWP Voting District
19|003|003004|COLONY TWP|COLONY TWP Voting District
19|003|003005|UNION TWP|UNION TWP Voting District
19|003|003006|PRESCOTT TWP|PRESCOTT TWP Voting District
19|003|003007|QUINCY TWP PART W/O CORNING|QUINCY TWP PART W/O CORNING Voting District
19|003|003008|CORNING W/QUINCY TWP PART|CORNING W/QUINCY TWP PART Voting District
19|003|003009|DOUGLAS TWP W/O CARBON|DOUGLAS TWP W/O CARBON Voting District
19|003|003010|CARBON|CARBON Voting District
19|003|003011|NODAWAY TWP|NODAWAY TWP Voting District
19|003|003012|JASPER TWP W/O CORNING|JASPER TWP W/O CORNING Voting District
19|003|003013|MERCER TWP|MERCER TWP Voting District
19|003|003014|GRANT TWP W/O LENOX|GRANT TWP W/O LENOX Voting District
19|003|003015|LENOX IN ADAMS COUNTY|LENOX IN ADAMS COUNTY Voting District
19|005|005001|WATERLOO TWP|WATERLOO TWP Voting District
19|005|005002|UNION CITY TWP|UNION CITY TWP Voting District
19|005|005003|IOWA TWP|IOWA TWP Voting District
19|005|005004|LANSING TWP|LANSING TWP Voting District
19|005|005005|FRENCH CREEK TWP|FRENCH CREEK TWP Voting District
19|005|005006|HANOVER TWP|HANOVER TWP Voting District
19|005|005007|UNION PRAIRIE TWP W/O WAUKON|UNION PRAIRIE TWP W/O WAUKON Voting District
19|005|005008|MAKEE TWP PART W/O WAUKON|MAKEE TWP PART W/O WAUKON Voting District
19|005|005009|CENTER TWP|CENTER TWP Voting District
19|005|005010|LAFAYETTE TWP|LAFAYETTE TWP Voting District
19|005|005011|TAYLOR TWP|TAYLOR TWP Voting District
19|005|005012|PAINT CREEK TWP|PAINT CREEK TWP Voting District
19|005|005013|JEFFERSON TWP W/O WAUKON|JEFFERSON TWP W/O WAUKON Voting District
19|005|005014|LUDLOW TWP PART W/O WAUKON|LUDLOW TWP PART W/O WAUKON Voting District
19|005|005015|WAUKON W/LUDLOW TWP & MAKEE TWP PARTS|WAUKON W/LUDLOW TWP & MAKEE TWP PARTS Voting District
19|005|005016|POST TWP W/O POSTVILLE|POST TWP W/O POSTVILLE Voting District
19|005|005017|POSTVILLE IN ALLAMAKEE COUNTY|POSTVILLE IN ALLAMAKEE COUNTY Voting District
19|005|005018|FRANKLIN TWP|FRANKLIN TWP Voting District
19|005|005019|LINTON TWP|LINTON TWP Voting District
19|005|005020|FAIRVIEW TWP|FAIRVIEW TWP Voting District
19|007|007001|INDEPENDENCE TWP|INDEPENDENCE TWP Voting District
19|007|007002|CHARITON TWP|CHARITON TWP Voting District
19|007|007003|TAYLOR TWP W/O MORAVIA|TAYLOR TWP W/O MORAVIA Voting District
19|007|007004|MORAVIA IN APPANOOSE COUNTY|MORAVIA IN APPANOOSE COUNTY Voting District
19|007|007005|UNION TWP|UNION TWP Voting District
19|007|007006|UDELL TWP|UDELL TWP Voting District
19|007|007007|DOUGLAS TWP|DOUGLAS TWP Voting District
19|007|007008|WALNUT TWP PART W/O MYSTIC|WALNUT TWP PART W/O MYSTIC Voting District
19|007|007009|JOHNS TWP|JOHNS TWP Voting District
19|007|007010|LINCOLN TWP W/O NUMA|LINCOLN TWP W/O NUMA Voting District
19|007|007011|BELLAIR TWP W/O MYSTIC & NUMA|BELLAIR TWP W/O MYSTIC & NUMA Voting District
19|007|007012|NUMA|NUMA Voting District
19|007|007013|MYSTIC W/WALNUT TWP PART|MYSTIC W/WALNUT TWP PART Voting District
19|007|007014|VERMILLION TWP W/CENTERVILLE|VERMILLION TWP W/CENTERVILLE Voting District
19|007|007015|SHARON TWP|SHARON TWP Voting District
19|007|007016|WASHINGTON TWP W/O MOULTON|WASHINGTON TWP W/O MOULTON Voting District
19|007|007017|WELLS TWP W/O MOULTON|WELLS TWP W/O MOULTON Voting District
19|007|007018|MOULTON|MOULTON Voting District
19|007|007019|CALDWELL TWP|CALDWELL TWP Voting District
19|007|007020|PLEASANT TWP|PLEASANT TWP Voting District
19|007|007021|FRANKLIN TWP|FRANKLIN TWP Voting District
19|009|009001|LINCOLN TWP W/O GRAY|LINCOLN TWP W/O GRAY Voting District
19|009|009002|GRAY|GRAY Voting District
19|009|009003|CAMERON TWP|CAMERON TWP Voting District
19|009|009004|VIOLA TWP|VIOLA TWP Voting District
19|009|009005|MELVILLE TWP|MELVILLE TWP Voting District
19|009|009006|BRAYTON|BRAYTON Voting District
19|009|009007|LEROY TWP|LEROY TWP Voting District
19|009|009008|DOUGLAS TWP|DOUGLAS TWP Voting District
19|009|009009|SHARON TWP|SHARON TWP Voting District
19|009|009010|HAMLIN TWP|HAMLIN TWP Voting District
19|009|009011|GREELEY TWP|GREELEY TWP Voting District
19|009|009012|AUDUBON TWP|AUDUBON TWP Voting District
19|009|009013|EXIRA TWP W/O BRAYTON|EXIRA TWP W/O BRAYTON Voting District
19|009|009014|OAKFIELD TWP W/O BRAYTON|OAKFIELD TWP W/O BRAYTON Voting District
19|011|011001|BRUCE TWP|BRUCE TWP Voting District
19|011|011002|CEDAR TWP|CEDAR TWP Voting District
