STATEFP|COUNTYFP|DISTRICT|NAME|NAMELSAD
10|001|01-28|01-28|Voting District 01-28
10|001|01-29|01-29|Voting District 01-29
10|001|01-30|01-30|Voting District 01-30
10|001|01-31|01-31|Voting District 01-31
10|001|01-32|01-32|Voting District 01-32
10|001|01-33|01-33|Voting District 01-33
10|001|01-34|01-34|Voting District 01-34
10|001|02-28|02-28|Voting District 02-28
10|001|02-29|02-29|Voting District 02-29
10|001|02-30|02-30|Voting District 02-30
10|001|02-31|02-31|Voting District 02-31
10|001|02-32|02-32|Voting District 02-32
10|001|02-33|02-33|Voting District 02-33
10|001|02-34|02-34|Voting District 02-34
10|001|03-28|03-28|Voting District 03-28
10|001|03-29|03-29|Voting District 03-29
10|001|03-30|03-30|Voting District 03-30
10|001|03-31|03-31|Voting District 03-31
10|001|03-32|03-32|Voting District 03-32
10|001|03-33|03-33|Voting District 03-33
10|001|03-34|03-34|Voting District 03-34
10|001|04-28|04-28|Voting District 04-28
10|001|04-29|04-29|Voting District 04-29
10|001|04-30|04-30|Voting District 04-30
10|001|04-31|04-31|Voting District 04-31
10|001|04-32|04-32|Voting District 04-32
10|001|04-33|04-33|Voting District 04-33
10|001|04-34|04-34|Voting District 04-34
10|001|05-28|05-28|Voting District 05-28
10|001|05-29|05-29|Voting District 05-29
10|001|05-30|05-30|Voting District 05-30
10|001|05-31|05-31|Voting District 05-31
10|001|05-32|05-32|Voting District 05-32
10|001|05-33|05-33|Voting District 05-33
10|001|05-34|05-34|Voting District 05-34
10|001|06-28|06-28|Voting District 06-28
10|001|06-29|06-29|Voting District 06-29
10|001|06-30|06-30|Voting District 06-30
10|001|06-31|06-31|Voting District 06-31
10|001|06-32|06-32|Voting District 06-32
10|001|06-33|06-33|Voting District 06-33
10|001|06-34|06-34|Voting District 06-34
10|001|07-28|07-28|Voting District 07-28
10|001|07-29|07-29|Voting District 07-29
10|001|07-30|07-30|Voting District 07-30
10|001|07-31|07-31|Voting District 07-31
10|001|07-32|07-32|Voting District 07-32
10|001|07-33|07-33|Voting District 07-33
10|001|07-34|07-34|Voting District 07-34
10|001|08-28|08-28|Voting District 08-28
10|001|08-32|08-32|Voting District 08-32
10|001|08-33|08-33|Voting District 08-33
10|001|08-34|08-34|Voting District 08-34
10|001|09-08|09-08|Voting District 09-08
10|001|09-28|09-28|Voting District 09-28
10|001|09-32|09-32|Voting District 09-32
10|001|09-34|09-34|Voting District 09-34
10|001|10-08|10-08|Voting District 10-08
10|001|10-28|10-28|Voting District 10-28
10|001|10-32|10-32|Voting District 10-32
10|001|10-34|10-34|Voting District 10-34
10|001|11-08|11-08|Voting District 11-08
10|001|11-28|11-28|Voting District 11-28
10|001|12-08|12-08|Voting District 12-08
