STATEFP|COUNTYFP|DISTRICT|NAME|NAMELSAD
38|001|39-01|Adams 39-01|Adams 39-01 Voting District
38|001|39-02|Adams 39-02|Adams 39-02 Voting District
38|001|39-03|Adams 39-03|Adams 39-03 Voting District
38|003|20-06|Barnes 20-06|Barnes 20-06 Voting District
38|003|20-10|Barnes 20-10|Barnes 20-10 Voting District
38|003|20-12|Barnes 20-12|Barnes 20-12 Voting District
38|003|20-13|Barnes 20-13|Barnes 20-13 Voting District
38|003|24-01|Barnes 24-01|Barnes 24-01 Voting District
38|003|24-02|Barnes 24-02|Barnes 24-02 Voting District
38|003|24-03|Barnes 24-03|Barnes 24-03 Voting District
38|003|24-04|Barnes 24-04|Barnes 24-04 Voting District
38|003|24-05|Barnes 24-05|Barnes 24-05 Voting District
38|003|24-07|Barnes 24-07|Barnes 24-07 Voting District
38|003|24-08|Barnes 24-08|Barnes 24-08 Voting District
38|003|24-09|Barnes 24-09|Barnes 24-09 Voting District
38|003|24-11|Barnes 24-11|Barnes 24-11 Voting District
38|003|24-14|Barnes 24-14|Barnes 24-14 Voting District
38|003|24-15|Barnes 24-15|Barnes 24-15 Voting District
38|005|07-01|Benson 07-01|Benson 07-01 Voting District
38|005|07-02|Benson 07-02|Benson 07-02 Voting District
38|005|07-03|Benson 07-03|Benson 07-03 Voting District
38|005|07-04|Benson 07-04|Benson 07-04 Voting District
38|005|23-05|Benson 23-05|Benson 23-05 Voting District
38|005|23-06|Benson 23-06|Benson 23-06 Voting District
38|005|23-07|Benson 23-07|Benson 23-07 Voting District
38|005|23-08|Benson 23-08|Benson 23-08 Voting District
38|007|39-01|Billings 39-01|Billings 39-01 Voting District
38|007|39-02|Billings 39-02|Billings 39-02 Voting District
38|007|39-03|Billings 39-03|Billings 39-03 Voting District
38|009|06-01|Bottineau 06-01|Bottineau 06-01 Voting District
38|009|06-03|Bottineau 06-03|Bottineau 06-03 Voting District
38|009|06-04|Bottineau 06-04|Bottineau 06-04 Voting District
38|009|06-05|Bottineau 06-05|Bottineau 06-05 Voting District
38|009|06-06|Bottineau 06-06|Bottineau 06-06 Voting District
38|009|06-07|Bottineau 06-07|Bottineau 06-07 Voting District
38|009|06-08|Bottineau 06-08|Bottineau 06-08 Voting District
38|009|06-10|Bottineau 06-10|Bottineau 06-10 Voting District
38|009|06-11|Bottineau 06-11|Bottineau 06-11 Voting District
38|009|06-12|Bottineau 06-12|Bottineau 06-12 Voting District
38|009|06-13|Bottineau 06-13|Bottineau 06-13 Voting District
38|009|06-14|Bottineau 06-14|Bottineau 06-14 Voting District
38|009|06-15|Bottineau 06-15|Bottineau 06-15 Voting District
38|011|39-01|Bowman 39-01|Bowman 39-01 Voting District
38|011|39-02|Bowman 39-02|Bowman 39-02 Voting District
38|011|39-03|Bowman 39-03|Bowman 39-03 Voting District
38|011|39-04|Bowman 39-04|Bowman 39-04 Voting District
38|013|2-01|Burke 2-01|Burke 2-01 Voting District
38|013|2-02|Burke 2-02|Burke 2-02 Voting District
38|013|2-03|Burke 2-03|Burke 2-03 Voting District
38|013|2-04|Burke 2-04|Burke 2-04 Voting District
38|013|2-05|Burke 2-05|Burke 2-05 Voting District
38|013|2-06|Burke 2-06|Burke 2-06 Voting District
38|015|14-11|Burleigh 14-11|Burleigh 14-11 Voting District
38|015|14-12|Burleigh 14-12|Burleigh 14-12 Voting District
38|015|14-13|Burleigh 14-13|Burleigh 14-13 Voting District
38|015|14-16|Burleigh 14-16|Burleigh 14-16 Voting District
38|015|14-17|Burleigh 14-17|Burleigh 14-17 Voting District
38|015|14-19|Burleigh 14-19|Burleigh 14-19 Voting District
38|015|30-20|Burleigh 30-20|Burleigh 30-20 Voting District
38|015|30-21|Burleigh 30-21|Burleigh 30-21 Voting District
38|015|30-22|Burleigh 30-22|Burleigh 30-22 Voting District
38|015|30-23|Burleigh 30-23|Burleigh 30-23 Voting District
38|015|30-24|Burleigh 30-24|Burleigh 30-24 Voting District
38|015|30-25|Burleigh 30-25|Burleigh 30-25 Voting District
38|015|32-31|Burleigh 32-31|Burleigh 32-31 Voting District
38|015|32-33|Burleigh 32-33|Burleigh 32-33 Voting District
38|015|32-34|Burleigh 32-34|Burleigh 32-34 Voting District
38|015|32-36|Burleigh 32-36|Burleigh 32-36 Voting District
38|015|32-37|Burleigh 32-37|Burleigh 32-37 Voting District
38|015|32-38|Burleigh 32-38|Burleigh 32-38 Voting District
38|015|32-39|Burleigh 32-39|Burleigh 32-39 Voting District
38|015|35-51|Burleigh 35-51|Burleigh 35-51 Voting District
38|015|35-52|Burleigh 35-52|Burleigh 35-52 Voting District
38|015|35-53|Burleigh 35-53|Burleigh 35-53 Voting District
38|015|35-54|Burleigh 35-54|Burleigh 35-54 Voting District
38|015|35-55|Burleigh 35-55|Burleigh 35-55 Voting District
38|015|35-56|Burleigh 35-56|Burleigh 35-56 Voting District
38|015|47-40|Burleigh 47-40|Burleigh 47-40 Voting District
38|015|47-41|Burleigh 47-41|Burleigh 47-41 Voting District
38|015|47-42|Burleigh 47-42|Burleigh 47-42 Voting District
38|015|47-45|Burleigh 47-45|Burleigh 47-45 Voting District
38|015|47-46|Burleigh 47-46|Burleigh 47-46 Voting District
38|015|47-48|Burleigh 47-48|Burleigh 47-48 Voting District
38|015|8-04|Burleigh 8-04|Burleigh 8-04 Voting District
38|015|8-05|Burleigh 8-05|Burleigh 8-05 Voting District
38|015|8-06|Burleigh 8-06|Burleigh 8-06 Voting District
38|015|8-10|Burleigh 8-10|Burleigh 8-10 Voting District
38|017|11-01|Cass Precinct 11-01|Cass Precinct 11-01
38|017|11-02|Cass Precinct 11-02|Cass Precinct 11-02
38|017|13-01|Cass Precinct 13-01|Cass Precinct 13-01
38|017|13-02|Cass Precinct 13-02|Cass Precinct 13-02
38|017|13-03|Cass Precinct 13-03|Cass Precinct 13-03
38|017|20-01|Cass Precinct 20-01|Cass Precinct 20-01
38|017|20-02|Cass Precinct 20-02|Cass Precinct 20-02
38|017|21-01|Cass Precinct 21-01|Cass Precinct 21-01
38|017|21-02|Cass Precinct 21-02|Cass Precinct 21-02
38|017|22-01|Cass Precinct 22-01|Cass Precinct 22-01
38|017|22-02|Cass Precinct 22-02|Cass Precinct 22-02
38|017|22-03|Cass Precinct 22-03|Cass Precinct 22-03
38|017|22-04|Cass Precinct 22-04|Cass Precinct 22-04
38|017|22-05|Cass Precinct 22-05|Cass Precinct 22-05
38|017|22-06|Cass Precinct 22-06|Cass Precinct 22-06
38|017|22-07|Cass Precinct 22-07|Cass Precinct 22-07
38|017|22-08|Cass Precinct 22-08|Cass Precinct 22-08
38|017|22-09|Cass Precinct 22-09|Cass Precinct 22-09
38|017|22-10|Cass Precinct 22-10|Cass Precinct 22-10
38|017|22-11|Cass Precinct 22-11|Cass Precinct 22-11
38|017|22-12|Cass Precinct 22-12|Cass Precinct 22-12
38|017|27-01|Cass Precinct 27-01|Cass Precinct 27-01
38|017|27-02|Cass Precinct 27-02|Cass Precinct 27-02
38|017|27-03|Cass Precinct 27-03|Cass Precinct 27-03
38|017|27-04|Cass Precinct 27-04|Cass Precinct 27-04
38|017|27-05|Cass Precinct 27-05|Cass Precinct 27-05
38|017|41-01|Cass Precinct 41-01|Cass Precinct 41-01
38|017|41-02|Cass Precinct 41-02|Cass Precinct 41-02
38|017|44-01|Cass Precinct 44-01|Cass Precinct 44-01
38|017|44-02|Cass Precinct 44-02|Cass Precinct 44-02
38|017|45-01|Cass Precinct 45-01|Cass Precinct 45-01
38|017|45-02|Cass Precinct 45-02|Cass Precinct 45-02
38|017|45-06|Cass Precinct 45-06|Cass Precinct 45-06
38|017|46-01|Cass Precinct 46-01|Cass Precinct 46-01
38|017|46-02|Cass Precinct 46-02|Cass Precinct 46-02
38|019|10-01|Cavalier 10-01|Cavalier 10-01 Voting District
38|019|10-02|Cavalier 10-02|Cavalier 10-02 Voting District
38|019|10-03|Cavalier 10-03|Cavalier 10-03 Voting District
38|019|10-04|Cavalier 10-04|Cavalier 10-04 Voting District
38|019|10-05|Cavalier 10-05|Cavalier 10-05 Voting District
38|019|10-06|Cavalier 10-06|Cavalier 10-06 Voting District
38|019|10-07|Cavalier 10-07|Cavalier 10-07 Voting District
38|019|10-08|Cavalier 10-08|Cavalier 10-08 Voting District
38|019|10-09|Cavalier 10-09|Cavalier 10-09 Voting District
38|019|10-10|Cavalier 10-10|Cavalier 10-10 Voting District
38|021|26-02|Dickey 26-02|Dickey 26-02 Voting District
38|021|26-03|Dickey 26-03|Dickey 26-03 Voting District
38|021|28-01|Dickey 28-01|Dickey 28-01 Voting District
38|023|02-01|Divide 02-01|Divide 02-01 Voting District
38|023|02-02|Divide 02-02|Divide 02-02 Voting District
38|023|02-03|Divide 02-03|Divide 02-03 Voting District
38|023|02-04|Divide 02-04|Divide 02-04 Voting District
38|025|04-01|Dunn 04-01|Dunn 04-01 Voting District
38|025|04-02|Dunn 04-02|Dunn 04-02 Voting District
38|025|04-03|Dunn 04-03|Dunn 04-03 Voting District
38|025|04-04|Dunn 04-04|Dunn 04-04 Voting District
38|025|04-05|Dunn 04-05|Dunn 04-05 Voting District
38|025|36-06|Dunn 36-06|Dunn 36-06 Voting District
38|025|36-07|Dunn 36-07|Dunn 36-07 Voting District
38|025|36-08|Dunn 36-08|Dunn 36-08 Voting District
38|025|36-09|Dunn 36-09|Dunn 36-09 Voting District
38|025|36-10|Dunn 36-10|Dunn 36-10 Voting District
38|025|36-11|Dunn 36-11|Dunn 36-11 Voting District
38|027|23-01|Eddy 23-01|Eddy 23-01 Voting District
38|027|23-02|Eddy 23-02|Eddy 23-02 Voting District
38|027|23-03|Eddy 23-03|Eddy 23-03 Voting District
38|027|23-04|Eddy 23-04|Eddy 23-04 Voting District
38|027|29-05|Eddy 29-05|Eddy 29-05 Voting District
38|029|28-01|Emmons 28-01|Emmons 28-01 Voting District
38|029|28-02|Emmons 28-02|Emmons 28-02 Voting District
38|029|28-03|Emmons 28-03|Emmons 28-03 Voting District
38|029|28-04|Emmons 28-04|Emmons 28-04 Voting District
38|029|28-05|Emmons 28-05|Emmons 28-05 Voting District
38|031|29-01|Foster 29-01|Foster 29-01 Voting District
38|031|29-02|Foster 29-02|Foster 29-02 Voting District
38|031|29-03|Foster 29-03|Foster 29-03 Voting District
38|031|29-04|Foster 29-04|Foster 29-04 Voting District
38|031|29-05|Foster 29-05|Foster 29-05 Voting District
38|031|29-06|Foster 29-06|Foster 29-06 Voting District
38|033|39-01|Golden Valley Precinct 1|Golden Valley Precinct 1
38|035|17-01|Grand Forks 17-01|Grand Forks 17-01 Voting District
38|035|17-02|Grand Forks 17-02|Grand Forks 17-02 Voting District
38|035|17-03|Grand Forks 17-03|Grand Forks 17-03 Voting District
38|035|17-04|Grand Forks 17-04|Grand Forks 17-04 Voting District
38|035|17-05|Grand Forks 17-05|Grand Forks 17-05 Voting District
38|035|17-06|Grand Forks 17-06|Grand Forks 17-06 Voting District
38|035|17-07|Grand Forks 17-07|Grand Forks 17-07 Voting District
38|035|17-08|Grand Forks 17-08|Grand Forks 17-08 Voting District
38|035|18-09|Grand Forks 18-09|Grand Forks 18-09 Voting District
38|035|18-10|Grand Forks 18-10|Grand Forks 18-10 Voting District
38|035|18-11|Grand Forks 18-11|Grand Forks 18-11 Voting District
38|035|18-12|Grand Forks 18-12|Grand Forks 18-12 Voting District
38|035|18-13|Grand Forks 18-13|Grand Forks 18-13 Voting District
38|035|18-14|Grand Forks 18-14|Grand Forks 18-14 Voting District
38|035|18-15|Grand Forks 18-15|Grand Forks 18-15 Voting District
38|035|18-16|Grand Forks 18-16|Grand Forks 18-16 Voting District
38|035|19-17|Grand Forks 19-17|Grand Forks 19-17 Voting District
38|035|19-18|Grand Forks 19-18|Grand Forks 19-18 Voting District
38|035|19-19|Grand Forks 19-19|Grand Forks 19-19 Voting District
38|035|19-20|Grand Forks 19-20|Grand Forks 19-20 Voting District
38|035|19-21|Grand Forks 19-21|Grand Forks 19-21 Voting District
38|035|19-22|Grand Forks 19-22|Grand Forks 19-22 Voting District
38|035|19-23|Grand Forks 19-23|Grand Forks 19-23 Voting District
38|035|19-24|Grand Forks 19-24|Grand Forks 19-24 Voting District
38|035|19-25|Grand Forks 19-25|Grand Forks 19-25 Voting District
38|035|19-26|Grand Forks 19-26|Grand Forks 19-26 Voting District
38|035|19-27|Grand Forks 19-27|Grand Forks 19-27 Voting District
38|035|19-28|Grand Forks 19-28|Grand Forks 19-28 Voting District
38|035|19-29|Grand Forks 19-29|Grand Forks 19-29 Voting District
38|035|19-30|Grand Forks 19-30|Grand Forks 19-30 Voting District
38|035|42-31|Grand Forks 42-31|Grand Forks 42-31 Voting District
