STATEFP|COUNTYFP|DISTRICT|NAME|NAMELSAD
33|001|ALTO01|TOWN OF ALTON|TOWN OF ALTON Voting District
33|001|BARN01|TOWN OF BARNSTEAD|TOWN OF BARNSTEAD Voting District
33|001|BELM01|TOWN OF BELMONT|TOWN OF BELMONT Voting District
33|001|CENT01|TOWN OF CENTER HARBOR|TOWN OF CENTER HARBOR Voting District
33|001|GILF01|TOWN OF GILFORD|TOWN OF GILFORD Voting District
33|001|GILM01|TOWN OF GILMANTON|TOWN OF GILMANTON Voting District
33|001|LACO01|LACONIA WARD 1|LACONIA WARD 1
33|001|LACO02|LACONIA WARD 2|LACONIA WARD 2
33|001|LACO03|LACONIA WARD 3|LACONIA WARD 3
33|001|LACO04|LACONIA WARD 4|LACONIA WARD 4
33|001|LACO05|LACONIA WARD 5|LACONIA WARD 5
33|001|LACO06|LACONIA WARD 6|LACONIA WARD 6
33|001|MERE01|TOWN OF MEREDITH|TOWN OF MEREDITH Voting District
33|001|NEWH01|TOWN OF NEW HAMPTON|TOWN OF NEW HAMPTON Voting District
33|001|SANB01|TOWN OF SANBORNTON|TOWN OF SANBORNTON Voting District
33|001|TILT01|TOWN OF TILTON|TOWN OF TILTON Voting District
33|003|ALBA01|TOWN OF ALBANY|TOWN OF ALBANY Voting District
33|003|BART01|TOWN OF BARTLETT|TOWN OF BARTLETT Voting District
33|003|BROO01|TOWN OF BROOKFIELD|TOWN OF BROOKFIELD Voting District
33|003|CHAT01|TOWN OF CHATHAM|TOWN OF CHATHAM Voting District
33|003|CONW01|TOWN OF CONWAY|TOWN OF CONWAY Voting District
33|003|EATO01|TOWN OF EATON|TOWN OF EATON Voting District
33|003|EFFI01|TOWN OF EFFINGHAM|TOWN OF EFFINGHAM Voting District
33|003|FREE01|TOWN OF FREEDOM|TOWN OF FREEDOM Voting District
33|003|HALE01|TOWNSHIP OF HALES LOCATION|TOWNSHIP OF HALES LOCATION Voting District
33|003|HART01|TOWN OF HARTS LOCATION|TOWN OF HARTS LOCATION Voting District
33|003|JACK01|TOWN OF JACKSON|TOWN OF JACKSON Voting District
33|003|MADI01|TOWN OF MADISON|TOWN OF MADISON Voting District
33|003|MOUL01|TOWN OF MOULTONBOROUGH|TOWN OF MOULTONBOROUGH Voting District
33|003|OSSI01|TOWN OF OSSIPEE|TOWN OF OSSIPEE Voting District
33|003|SAND01|TOWN OF SANDWICH|TOWN OF SANDWICH Voting District
33|003|TAMW01|TOWN OF TAMWORTH|TOWN OF TAMWORTH Voting District
33|003|TUFT01|TOWN OF TUFTONBORO|TOWN OF TUFTONBORO Voting District
33|003|WAKE01|TOWN OF WAKEFIELD|TOWN OF WAKEFIELD Voting District
33|003|WOLF01|TOWN OF WOLFEBORO|TOWN OF WOLFEBORO Voting District
33|005|ALST01|TOWN OF ALSTEAD|TOWN OF ALSTEAD Voting District
33|005|CHES01|TOWN OF CHESTERFIELD|TOWN OF CHESTERFIELD Voting District
33|005|DUBL01|TOWN OF DUBLIN|TOWN OF DUBLIN Voting District
33|005|FITZ01|TOWN OF FITZWILLIAM|TOWN OF FITZWILLIAM Voting District
33|005|GILS01|TOWN OF GILSUM|TOWN OF GILSUM Voting District
33|005|HARR01|TOWN OF HARRISVILLE|TOWN OF HARRISVILLE Voting District
33|005|HINS01|TOWN OF HINSDALE|TOWN OF HINSDALE Voting District
33|005|JAFF01|TOWN OF JAFFREY|TOWN OF JAFFREY Voting District
33|005|KEEN01|KEENE WARD 1|KEENE WARD 1
33|005|KEEN02|KEENE WARD 2|KEENE WARD 2
33|005|KEEN03|KEENE WARD 3|KEENE WARD 3
33|005|KEEN04|KEENE WARD 4|KEENE WARD 4
33|005|KEEN05|KEENE WARD 5|KEENE WARD 5
33|005|MRLB01|TOWN OF MARLBOROUGH|TOWN OF MARLBOROUGH Voting District
33|005|MRLW01|TOWN OF MARLOW|TOWN OF MARLOW Voting District
33|005|NELS01|TOWN OF NELSON|TOWN OF NELSON Voting District
33|005|RICH01|TOWN OF RICHMOND|TOWN OF RICHMOND Voting District
33|005|RIND01|TOWN OF RINDGE|TOWN OF RINDGE Voting District
33|005|ROXB01|TOWN OF ROXBURY|TOWN OF ROXBURY Voting District
33|005|STOD01|TOWN OF STODDARD|TOWN OF STODDARD Voting District
33|005|SULL01|TOWN OF SULLIVAN|TOWN OF SULLIVAN Voting District
33|005|SURR01|TOWN OF SURRY|TOWN OF SURRY Voting District
33|005|SWAN01|TOWN OF SWANZEY|TOWN OF SWANZEY Voting District
33|005|TROY01|TOWN OF TROY|TOWN OF TROY Voting District
33|005|WALP01|TOWN OF WALPOLE|TOWN OF WALPOLE Voting District
33|005|WEST01|TOWN OF WESTMORELAND|TOWN OF WESTMORELAND Voting District
33|005|WINC01|TOWN OF WINCHESTER|TOWN OF WINCHESTER Voting District
33|007|ATGT01|TOWNSHIP OF ATKINSON AND GILMANTON ACADEMY GRANT|TOWNSHIP OF ATKINSON AND GILMANTON ACADEMY GRANT Voting District
33|007|BERL01|BERLIN WARD 1|BERLIN WARD 1
33|007|BERL02|BERLIN WARD 2|BERLIN WARD 2
33|007|BERL03|BERLIN WARD 3|BERLIN WARD 3
33|007|BERL04|BERLIN WARD 4|BERLIN WARD 4
33|007|BGRT01|TOWNSHIP OF BEANS GRANT|TOWNSHIP OF BEANS GRANT Voting District
33|007|BPUR01|TOWNSHIP OF BEANS PURCHASE|TOWNSHIP OF BEANS PURCHASE Voting District
33|007|CAMB01|TOWNSHIP OF CAMBRIDGE|TOWNSHIP OF CAMBRIDGE Voting District
33|007|CARR01|TOWN OF CARROLL|TOWN OF CARROLL Voting District
33|007|CHAN01|TOWNSHIP OF CHANDLERS PURCHASE|TOWNSHIP OF CHANDLERS PURCHASE Voting District
33|007|CLAR01|TOWN OF CLARKSVILLE|TOWN OF CLARKSVILLE Voting District
33|007|COLE01|TOWN OF COLEBROOK|TOWN OF COLEBROOK Voting District
33|007|COLU01|TOWN OF COLUMBIA|TOWN OF COLUMBIA Voting District
33|007|CRAW01|TOWNSHIP OF CRAWFORDS PURCHASE|TOWNSHIP OF CRAWFORDS PURCHASE Voting District
33|007|CUTT01|TOWNSHIP OF CUTTS GRANT|TOWNSHIP OF CUTTS GRANT Voting District
33|007|DALT01|TOWN OF DALTON|TOWN OF DALTON Voting District
33|007|DIXG01|TOWNSHIP OF DIXS GRANT|TOWNSHIP OF DIXS GRANT Voting District
33|007|DIXV01|TOWNSHIP OF DIXVILLE|TOWNSHIP OF DIXVILLE Voting District
33|007|DUMM01|TOWNSHIP OF DUMMER|TOWNSHIP OF DUMMER Voting District
33|007|ERRO01|TOWN OF ERROL|TOWN OF ERROL Voting District
33|007|ERVI01|TOWNSHIP OF ERVINGS LOCATION|TOWNSHIP OF ERVINGS LOCATION Voting District
33|007|GORH01|TOWN OF GORHAM|TOWN OF GORHAM Voting District
33|007|GRGT01|TOWNSHIP OF GREENS GRANT|TOWNSHIP OF GREENS GRANT Voting District
33|007|HADL01|TOWNSHIP OF HADLEYS PURCHASE|TOWNSHIP OF HADLEYS PURCHASE Voting District
33|007|JEFF01|TOWN OF JEFFERSON|TOWN OF JEFFERSON Voting District
33|007|KILK01|TOWNSHIP OF KILKENNY|TOWNSHIP OF KILKENNY Voting District
33|007|LANC01|TOWN OF LANCASTER|TOWN OF LANCASTER Voting District
33|007|LOWB01|TOWNSHIP OF LOW AND BURBANKS GRANT|TOWNSHIP OF LOW AND BURBANKS GRANT Voting District
33|007|MART01|TOWNSHIP OF MARTINS LOCATION|TOWNSHIP OF MARTINS LOCATION Voting District
33|007|MILA01|TOWN OF MILAN|TOWN OF MILAN Voting District
33|007|MILL01|TOWNSHIP OF MILLSFIELD|TOWNSHIP OF MILLSFIELD Voting District
33|007|NORU01|TOWN OF NORTHUMBERLAND|TOWN OF NORTHUMBERLAND Voting District
33|007|ODEL01|TOWNSHIP OF ODELL|TOWNSHIP OF ODELL Voting District
33|007|PINK01|TOWNSHIP OF PINKHAMS GRANT|TOWNSHIP OF PINKHAMS GRANT Voting District
33|007|PITB01|TOWN OF PITTSBURG|TOWN OF PITTSBURG Voting District
33|007|RAND01|TOWN OF RANDOLPH|TOWN OF RANDOLPH Voting District
33|007|SARG01|TOWNSHIP OF SARGENTS PURCHASE|TOWNSHIP OF SARGENTS PURCHASE Voting District
33|007|SECO01|TOWNSHIP OF SECOND COLLEGE GRANT|TOWNSHIP OF SECOND COLLEGE GRANT Voting District
33|007|SHEL01|TOWN OF SHELBURNE|TOWN OF SHELBURNE Voting District
33|007|STAR01|TOWN OF STARK|TOWN OF STARK Voting District
33|007|STEW01|TOWN OF STEWARTSTOWN|TOWN OF STEWARTSTOWN Voting District
33|007|STRT01|TOWN OF STRATFORD|TOWN OF STRATFORD Voting District
33|007|SUCC01|TOWNSHIP OF SUCCESS|TOWNSHIP OF SUCCESS Voting District
33|007|THOM01|TOWNSHIP OF THOMPSON AND MESERVES PURCHASE|TOWNSHIP OF THOMPSON AND MESERVES PURCHASE Voting District
