STATEFP|COUNTYFP|DISTRICT|NAME|NAMELSAD
11|001|02-001|Precinct 1|Precinct 1
11|001|02-002|Precinct 2|Precinct 2
11|001|02-003|Precinct 3|Precinct 3
11|001|02-004|Precinct 4|Precinct 4
11|001|02-005|Precinct 5|Precinct 5
11|001|02-006|Precinct 6|Precinct 6
11|001|02-007|Precinct 7|Precinct 7
11|001|02-008|Precinct 8|Precinct 8
11|001|02-009|Precinct 9|Precinct 9
11|001|02-010|Precinct 10|Precinct 10
11|001|02-011|Precinct 11|Precinct 11
11|001|02-012|Precinct 12|Precinct 12
11|001|02-013|Precinct 13|Precinct 13
11|001|02-014|Precinct 14|Precinct 14
11|001|02-015|Precinct 15|Precinct 15
11|001|02-016|Precinct 16|Precinct 16
11|001|02-017|Precinct 17|Precinct 17
11|001|02-018|Precinct 18|Precinct 18
11|001|02-019|Precinct 19|Precinct 19
11|001|02-020|Precinct 20|Precinct 20
11|001|02-021|Precinct 21|Precinct 21
11|001|02-022|Precinct 22|Precinct 22
11|001|02-023|Precinct 23|Precinct 23
11|001|02-024|Precinct 24|Precinct 24
11|001|02-025|Precinct 25|Precinct 25
11|001|02-026|Precinct 26|Precinct 26
11|001|02-027|Precinct 27|Precinct 27
11|001|02-028|Precinct 28|Precinct 28
11|001|02-029|Precinct 29|Precinct 29
11|001|02-030|Precinct 30|Precinct 30
11|001|02-031|Precinct 31|Precinct 31
11|001|02-032|Precinct 32|Precinct 32
11|001|02-033|Precinct 33|Precinct 33
11|001|02-034|Precinct 34|Precinct 34
11|001|02-035|Precinct 35|Precinct 35
11|001|02-036|Precinct 36|Precinct 36
11|001|02-037|Precinct 37|Precinct 37
11|001|02-038|Precinct 38|Precinct 38
11|001|02-039|Precinct 39|Precinct 39
11|001|02-040|Precinct 40|Precinct 40
11|001|02-041|Precinct 41|Precinct 41
11|001|02-042|Precinct 42|Precinct 42
11|001|02-043|Precinct 43|Precinct 43
11|001|02-044|Precinct 44|Precinct 44
11|001|02-045|Precinct 45|Precinct 45
11|001|02-046|Precinct 46|Precinct 46
11|001|02-047|Precinct 47|Precinct 47
11|001|02-048|Precinct 48|Precinct 48
11|001|02-049|Precinct 49|Precinct 49
11|001|02-050|Precinct 50|Precinct 50
11|001|02-051|Precinct 51|Precinct 51
11|001|02-052|Precinct 52|Precinct 52
11|001|02-053|Precinct 53|Precinct 53
11|001|02-054|Precinct 54|Precinct 54
11|001|02-055|Precinct 55|Precinct 55
11|001|02-056|Precinct 56|Precinct 56
11|001|02-057|Precinct 57|Precinct 57
11|001|02-058|Precinct 58|Precinct 58
11|001|02-059|Precinct 59|Precinct 59
11|001|02-060|Precinct 60|Precinct 60
11|001|02-061|Precinct 61|Precinct 61
11|001|02-062|Precinct 62|Precinct 62
11|001|02-063|Precinct 63|Precinct 63
11|001|02-064|Precinct 64|Precinct 64
11|001|02-065|Precinct 65|Precinct 65
11|001|02-066|Precinct 66|Precinct 66
11|001|02-067|Precinct 67|Precinct 67
11|001|02-068|Precinct 68|Precinct 68
11|001|02-069|Precinct 69|Precinct 69
11|001|02-070|Precinct 70|Precinct 70
11|001|02-071|Precinct 71|Precinct 71
11|001|02-072|Precinct 72|Precinct 72
11|001|02-073|Precinct 73|Precinct 73
11|001|02-074|Precinct 74|Precinct 74
11|001|02-075|Precinct 75|Precinct 75
11|001|02-076|Precinct 76|Precinct 76
11|001|02-077|Precinct 77|Precinct 77
11|001|02-078|Precinct 78|Precinct 78
11|001|02-079|Precinct 79|Precinct 79
11|001|02-080|Precinct 80|Precinct 80
11|001|02-081|Precinct 81|Precinct 81
11|001|02-082|Precinct 82|Precinct 82
11|001|02-083|Precinct 83|Precinct 83
11|001|02-084|Precinct 84|Precinct 84
11|001|02-085|Precinct 85|Precinct 85
11|001|02-086|Precinct 86|Precinct 86
11|001|02-087|Precinct 87|Precinct 87
11|001|02-088|Precinct 88|Precinct 88
11|001|02-089|Precinct 89|Precinct 89
11|001|02-090|Precinct 90|Precinct 90
11|001|02-091|Precinct 91|Precinct 91
11|001|02-092|Precinct 92|Precinct 92
11|001|02-093|Precinct 93|Precinct 93
11|001|02-094|Precinct 94|Precinct 94
11|001|02-095|Precinct 95|Precinct 95
11|001|02-096|Precinct 96|Precinct 96
11|001|02-097|Precinct 97|Precinct 97
11|001|02-098|Precinct 98|Precinct 98
11|001|02-099|Precinct 99|Precinct 99
11|001|02-100|Precinct 100|Precinct 100
11|001|02-101|Precinct 101|Precinct 101
11|001|02-102|Precinct 102|Precinct 102
11|001|02-103|Precinct 103|Precinct 103
11|001|02-104|Precinct 104|Precinct 104
11|001|02-105|Precinct 105|Precinct 105
11|001|02-106|Precinct 106|Precinct 106
11|001|02-107|Precinct 107|Precinct 107
11|001|02-108|Precinct 108|Precinct 108
11|001|02-109|Precinct 109|Precinct 109
11|001|02-110|Precinct 110|Precinct 110
11|001|02-111|Precinct 111|Precinct 111
11|001|02-112|Precinct 112|Precinct 112
11|001|02-113|Precinct 113|Precinct 113
11|001|02-114|Precinct 114|Precinct 114
11|001|02-115|Precinct 115|Precinct 115
11|001|02-116|Precinct 116|Precinct 116
11|001|02-117|Precinct 117|Precinct 117
11|001|02-118|Precinct 118|Precinct 118
11|001|02-119|Precinct 119|Precinct 119
11|001|02-120|Precinct 120|Precinct 120
11|001|02-121|Precinct 121|Precinct 121
11|001|02-122|Precinct 122|Precinct 122
11|001|02-123|Precinct 123|Precinct 123
11|001|02-124|Precinct 124|Precinct 124
11|001|02-125|Precinct 125|Precinct 125
11|001|02-126|Precinct 126|Precinct 126
11|001|02-127|Precinct 127|Precinct 127
11|001|02-128|Precinct 128|Precinct 128
11|001|02-129|Precinct 129|Precinct 129
11|001|02-130|Precinct 130|Precinct 130
11|001|02-131|Precinct 131|Precinct 131
11|001|02-132|Precinct 132|Precinct 132
11|001|02-133|Precinct 133|Precinct 133
11|001|02-134|Precinct 134|Precinct 134
11|001|02-135|Precinct 135|Precinct 135
11|001|02-136|Precinct 136|Precinct 136
11|001|02-137|Precinct 137|Precinct 137
11|001|02-138|Precinct 138|Precinct 138
11|001|02-139|Precinct 139|Precinct 139
11|001|02-140|Precinct 140|Precinct 140
11|001|02-141|Precinct 141|Precinct 141
11|001|02-142|Precinct 142|Precinct 142
11|001|02-143|Precinct 143|Precinct 143
