STATEFP|COUNTYFP|DISTRICT|NAME|NAMELSAD
31|001|10P|Pauline Precinct|Pauline Precinct
31|001|10W|3B|Voting District 3B
31|001|11W|3C|Voting District 3C
31|001|12W|3D|Voting District 3D
31|001|13W|3E|Voting District 3E
31|001|14W|4A|Voting District 4A
31|001|15W|4B|Voting District 4B
31|001|16W|4C|Voting District 4C
31|001|17W|4D|Voting District 4D
31|001|1P|Kenesaw Precinct|Kenesaw Precinct
31|001|1W|1A|Voting District 1A
31|001|2E|2E Precinct|2E Precinct
31|001|2P|Verona Precinct|Verona Precinct
31|001|2W|1B|Voting District 1B
31|001|3P|Juniata Precinct|Juniata Precinct
31|001|3W|1C|Voting District 1C
31|001|4P|West Blue/Highland Precinct|West Blue/Highland Precinct
31|001|5P|Denver Precinct|Denver Precinct
31|001|5W|2A|Voting District 2A
31|001|6P|Blaine Precinct|Blaine Precinct
31|001|6W|2B|Voting District 2B
31|001|7P|Holstein Precinct|Holstein Precinct
31|001|7W|2C|Voting District 2C
31|001|8P|Roseland Precinct|Roseland Precinct
31|001|8W|2D|Voting District 2D
31|001|9P|Ayr Precinct|Ayr Precinct
31|001|9W|3A|Voting District 3A
31|003|1P|Orchard Precinct|Orchard Precinct
31|003|1W|Tilden 1st Ward|Tilden 1st Ward
31|003|2P|Royal Precinct|Royal Precinct
31|003|2W|Neligh City 2nd Ward|Neligh City 2nd Ward
31|003|3P|Brunswick Precinct|Brunswick Precinct
31|003|3W|Neligh City 1st Ward|Neligh City 1st Ward
31|003|4P|Clearwater Precinct|Clearwater Precinct
31|003|4W|Elgin 1st Ward|Elgin 1st Ward
31|003|5P|Neligh Precinct|Neligh Precinct
31|003|5W|Elgin 2nd Ward|Elgin 2nd Ward
31|003|6P|Elgin Precinct|Elgin Precinct
31|003|7P|Oakdale Precinct|Oakdale Precinct
31|003|8P|Tilden Precinct|Tilden Precinct
31|005|1P|Arthur Precinct|Arthur Precinct
31|007|1P|Long Springs Precinct|Long Springs Precinct
31|009|1|Blaine Precinct|Blaine Precinct
31|011|1P|Oakland Precinct|Oakland Precinct
31|011|2P|North Branch-Shell Creek Precinct|North Branch-Shell Creek Precinct
31|011|3P|Dublin-Bonanza Precinct|Dublin-Bonanza Precinct
31|011|4P|North Manchester Precinct|North Manchester Precinct
