STATEFP|COUNTYFP|DISTRICT|NAME|NAMELSAD
50|001|VD1|Addison|Addison Voting District
50|001|VD10|Lincoln|Lincoln Voting District
50|001|VD11|Middlebury|Middlebury Voting District
50|001|VD12|Monkton|Monkton Voting District
50|001|VD13|New Haven|New Haven Voting District
50|001|VD14|Orwell|Orwell Voting District
50|001|VD15|Panton|Panton Voting District
50|001|VD16|Ripton|Ripton Voting District
50|001|VD17|Salisbury|Salisbury Voting District
50|001|VD18|Shoreham|Shoreham Voting District
50|001|VD19|Starksboro|Starksboro Voting District
50|001|VD2|Bridport|Bridport Voting District
50|001|VD20|Waltham|Waltham Voting District
50|001|VD21|Weybridge|Weybridge Voting District
50|001|VD22|Whiting|Whiting Voting District
50|001|VD23|Vergennes|Vergennes Voting District
50|001|VD3|Bristol|Bristol Voting District
50|001|VD4|Cornwall|Cornwall Voting District
50|001|VD5|Ferrisburgh|Ferrisburgh Voting District
50|001|VD6|Goshen|Goshen Voting District
50|001|VD7|Granville|Granville Voting District
50|001|VD8|Hancock|Hancock Voting District
50|001|VD9|Leiscester|Leiscester Voting District
50|003|VD24|Arlington|Arlington Voting District
50|003|VD25-1|Bennington District 1|Bennington District 1
50|003|VD25-2|Bennington District 2|Bennington District 2
50|003|VD26|Dorset|Dorset Voting District
50|003|VD27|Landgrove|Landgrove Voting District
50|003|VD28|Manchester|Manchester Voting District
50|003|VD29|Peru|Peru Voting District
50|003|VD30|Pownal|Pownal Voting District
50|003|VD31|Readsboro|Readsboro Voting District
50|003|VD32-1|Rupert District 1|Rupert District 1
50|003|VD32-2|Rupert District 2|Rupert District 2
50|003|VD33|Sandgate|Sandgate Voting District
50|003|VD34|Searsburg|Searsburg Voting District
50|003|VD35|Shaftsbury|Shaftsbury Voting District
50|003|VD36|Stamford|Stamford Voting District
50|003|VD37|Sunderland|Sunderland Voting District
50|003|VD38|Winhall|Winhall Voting District
50|003|VD39|Woodford|Woodford Voting District
50|003|VDBEN1|Glastenbury|Glastenbury Voting District
50|005|VD40|Barnet|Barnet Voting District
50|005|VD41|Burke|Burke Voting District
50|005|VD42|Danville|Danville Voting District
50|005|VD43|Groton|Groton Voting District
50|005|VD44|Hardwick|Hardwick Voting District
50|005|VD46|Lyndon|Lyndon Voting District
50|005|VD47|Newark|Newark Voting District
50|005|VD48|Peacham|Peacham Voting District
50|005|VD49|Ryegate|Ryegate Voting District
50|005|VD50|St. Johnsbury|St. Johnsbury Voting District
50|005|VD51|Sheffield|Sheffield Voting District
50|005|VD52|Stannard|Stannard Voting District
50|005|VD53|Sutton|Sutton Voting District
50|005|VD54|Walden|Walden Voting District
50|005|VD55|Waterford|Waterford Voting District
50|005|VD56|Wheelock|Wheelock Voting District
50|005|VT45|Kirby|Kirby Voting District
50|007|VD57|Bolton|Bolton Voting District
50|007|VD58-1|Burlington Ward 1|Burlington Ward 1
50|007|VD58-2|Burlington Ward 2|Burlington Ward 2
50|007|VD58-3|Burlington Ward 3|Burlington Ward 3
50|007|VD58-4|Burlington Ward 4|Burlington Ward 4
50|007|VD58-5|Burlington Ward 5|Burlington Ward 5
50|007|VD58-6|Burlington Ward 6|Burlington Ward 6
50|007|VD58-7|Burlington Ward 7|Burlington Ward 7
50|007|VD59|Charlotte|Charlotte Voting District
50|007|VD60-1|Colchester District 1|Colchester District 1
50|007|VD60-2|Colchester District 2|Colchester District 2
50|007|VD61-1|Essex District 1|Essex District 1
50|007|VD61-2|Essex District 2|Essex District 2
50|007|VD61-3|Essex Jct Village|Essex Jct Village Voting District
50|007|VD62-1|Hinesburg District 1|Hinesburg District 1
50|007|VD62-2|Hinesburg District 2|Hinesburg District 2
50|007|VD63|Huntington|Huntington Voting District
50|007|VD64|Jericho|Jericho Voting District
50|007|VD65-1|Milton District 1|Milton District 1
50|007|VD65-2|Milton District 2|Milton District 2
50|007|VD66|Richmond|Richmond Voting District
50|007|VD67|St George|St George Voting District
50|007|VD68-1|Shelburne District 1|Shelburne District 1
50|007|VD68-2|Shelburne District 2|Shelburne District 2
50|007|VD69-1|South Burlington District 1|South Burlington District 1
50|007|VD69-2|South Burlington District 2|South Burlington District 2
50|007|VD69-3|South Burlington District 3|South Burlington District 3
50|007|VD69-4|South Burlington District 4|South Burlington District 4
50|007|VD70|Underhill|Underhill Voting District
50|007|VD71|Westford|Westford Voting District
50|007|VD72|Williston|Williston Voting District
50|007|VD73|Winooski|Winooski Voting District
50|007|VDCHI1|Buel's Gore|Buel's Gore Voting District
