STATEFP|DISTRICT|NAME|NAMELSAD
18|00008|White River Valley School District|White River Valley School District
18|00030|Southwest Allen County Metropolitan School District|Southwest Allen County Metropolitan School District
18|00060|Adams Central Community Schools|Adams Central Community Schools
18|00120|Alexandria Community School Corporation|Alexandria Community School Corporation
18|00150|Anderson Community School Corporation|Anderson Community School Corporation
18|00180|Argos Community Schools|Argos Community Schools
18|00210|Attica Consolidated School Corporation|Attica Consolidated School Corporation
18|00240|South Dearborn Community School Corporation|South Dearborn Community School Corporation
18|00270|Avon Community School Corporation|Avon Community School Corporation
18|00330|Barr-Reeve Community School Corporation|Barr-Reeve Community School Corporation
18|00360|Bartholomew County School Corporation|Bartholomew County School Corporation
18|00390|Batesville Community School Corporation|Batesville Community School Corporation
18|00420|Baugo Community Schools|Baugo Community Schools
18|00450|Beech Grove City Schools|Beech Grove City Schools
18|00480|Benton Community School Corporation|Benton Community School Corporation
18|00570|Blackford County Schools|Blackford County Schools
18|00600|Bloomfield School District|Bloomfield School District
18|00630|Monroe County Community School Corporation|Monroe County Community School Corporation
18|00660|Blue River Valley Schools|Blue River Valley Schools
18|00690|North Harrison Community School Corporation|North Harrison Community School Corporation
18|00720|Bluffton-Harrison Metropolitan School District|Bluffton-Harrison Metropolitan School District
18|00750|Boone Township Metropolitan School District|Boone Township Metropolitan School District
18|00840|Clay Community Schools|Clay Community Schools
18|00900|Bremen Public Schools|Bremen Public Schools
18|00960|Brown County County School Corporation|Brown County County School Corporation
18|01020|Brownsburg Community School Corporation|Brownsburg Community School Corporation
18|01050|Brownstown Central Community School Corporation|Brownstown Central Community School Corporation
18|01060|C. A. Beard Memorial School Corporation|C. A. Beard Memorial School Corporation
18|01170|Cannelton City Schools|Cannelton City Schools
18|01200|Carmel Clay Schools|Carmel Clay Schools
18|01230|Medora Community School Corporation|Medora Community School Corporation
18|01290|Carroll Consolidated School Corporation|Carroll Consolidated School Corporation
18|01320|Cass Township Schools|Cass Township Schools
18|01410|Caston School Corporation|Caston School Corporation
18|01440|Center Grove Community School Corporation|Center Grove Community School Corporation
18|01560|Centerville-Abington Community Schools|Centerville-Abington Community Schools
18|01590|DeKalb County Central United School District|DeKalb County Central United School District
18|01710|Central Noble Community School Corporation|Central Noble Community School Corporation
18|01740|Perry Central Community School Corporation|Perry Central Community School Corporation
18|01770|Randolph Central School Corporation|Randolph Central School Corporation
18|01890|Clark-Pleasant Community School Corporation|Clark-Pleasant Community School Corporation
18|01920|Clarksville Community School Corporation|Clarksville Community School Corporation
18|02040|Northwestern School Corporation|Northwestern School Corporation
18|02130|Clinton Central School Corporation|Clinton Central School Corporation
18|02160|Clinton Prairie School Corporation|Clinton Prairie School Corporation
18|02190|South Central Community School Corporation|South Central Community School Corporation
18|02220|Cloverdale Community Schools|Cloverdale Community Schools
18|02280|Whitley County Consolidated Schools|Whitley County Consolidated Schools
18|02400|Concord Community Schools|Concord Community Schools
18|02430|Covington Community School Corporation|Covington Community School Corporation
18|02440|Crawford County Community School Corporation|Crawford County Community School Corporation
18|02460|Crawfordsville Community Schools|Crawfordsville Community Schools
18|02490|Crown Point Community School Corporation|Crown Point Community School Corporation
18|02520|Culver Community Schools Corporation|Culver Community Schools Corporation
18|02550|Danville Community School Corporation|Danville Community School Corporation
18|02610|Decatur County Community Schools|Decatur County Community Schools
18|02640|Decatur Township Metropolitan School District|Decatur Township Metropolitan School District
18|02660|Delaware Community School Corporation|Delaware Community School Corporation
18|02700|Delphi Community School Corporation|Delphi Community School Corporation
18|02730|Dewey Township Schools|Dewey Township Schools
18|02800|Duneland School Corporation|Duneland School Corporation
18|02830|Zionsville Community Schools|Zionsville Community Schools
18|02850|East Allen County Schools|East Allen County Schools
18|02880|City of East Chicago School District|City of East Chicago School District
18|02910|Lake Station Community Schools|Lake Station Community Schools
18|02940|East Gibson School Corporation|East Gibson School Corporation
18|02970|East Noble School Corporation|East Noble School Corporation
18|03000|East Washington School Corporation|East Washington School Corporation
18|03030|Eastbrook Community School Corporation|Eastbrook Community School Corporation
18|03060|DeKalb County Eastern Community School District|DeKalb County Eastern Community School District
18|03090|Eastern Greene County School District|Eastern Greene County School District
18|03120|Eastern Hancock County Community School Corporation|Eastern Hancock County Community School Corporation
18|03150|Eastern Howard School Corporation|Eastern Howard School Corporation
18|03180|Randolph Eastern School Corporation|Randolph Eastern School Corporation
18|03210|Shelby Eastern Schools|Shelby Eastern Schools
18|03240|Edinburgh Community School Corporation|Edinburgh Community School Corporation
18|03270|Elkhart Community Schools|Elkhart Community Schools
18|03300|Elwood Community School Corporation|Elwood Community School Corporation
18|03330|Eminence Community School Corporation|Eminence Community School Corporation
18|03450|Evansville-Vanderburgh School Corporation|Evansville-Vanderburgh School Corporation
18|03480|Fairfield Community Schools|Fairfield Community Schools
18|03510|Fayette County School Corporation|Fayette County School Corporation
18|03570|Flat Rock-Hawcreek School Corporation|Flat Rock-Hawcreek School Corporation
18|03630|Fort Wayne Community Schools|Fort Wayne Community Schools
18|03660|Frankfort Community Schools|Frankfort Community Schools
18|03690|Franklin Community School Corporation|Franklin Community School Corporation
18|03700|Franklin County Community School Corporation|Franklin County Community School Corporation
18|03720|Lanesville Community School Corporation|Lanesville Community School Corporation
18|03750|Franklin Township Community School Corporation|Franklin Township Community School Corporation
18|03780|Fremont Community Schools|Fremont Community Schools
18|03810|Frontier School Corporation|Frontier School Corporation
18|03840|Garrett-Keyser-Butler Community Schools|Garrett-Keyser-Butler Community Schools
18|03870|Gary Community School Corporation|Gary Community School Corporation
18|03930|Goshen Community Schools|Goshen Community Schools
18|03940|Greater Clark County Schools|Greater Clark County Schools
18|03960|Greater Jasper Consolidated Schools|Greater Jasper Consolidated Schools
18|03990|Greencastle Community School Corporation|Greencastle Community School Corporation
18|04050|Greenfield-Central Community Schools|Greenfield-Central Community Schools
18|04080|Greensburg Community Schools|Greensburg Community Schools
18|04110|Greenwood Community School Corporation|Greenwood Community School Corporation
18|04140|Monroe-Gregg School District|Monroe-Gregg School District
18|04170|Griffith Public Schools|Griffith Public Schools
18|04230|Hamilton Community Schools|Hamilton Community Schools
18|04260|Hamilton Heights School Corporation|Hamilton Heights School Corporation
18|04320|Hammond School City|Hammond School City
18|04350|Hanover Community School Corporation|Hanover Community School Corporation
18|04470|Western School Corporation|Western School Corporation
18|04500|Wes-Del Community Schools|Wes-Del Community Schools
18|04560|Highland School Town|Highland School Town
18|04590|Hobart School City|Hobart School City
18|04620|River Forest Community School Corporation|River Forest Community School Corporation
18|04710|Huntington County Community School Corporation|Huntington County Community School Corporation
18|04770|Indianapolis Public Schools|Indianapolis Public Schools
18|04800|Jac-Cen-Del Community School Corporation|Jac-Cen-Del Community School Corporation
18|04980|Jay School Corporation|Jay School Corporation
18|05190|Jennings County Schools|Jennings County Schools
18|05280|Kankakee Valley School Corporation|Kankakee Valley School Corporation
18|05340|Knox Community School Corporation|Knox Community School Corporation
18|05370|Kokomo-Center Township Consolidated School Corporation|Kokomo-Center Township Consolidated School Corporation
18|05400|Lafayette School Corporation|Lafayette School Corporation
18|05450|Lake Central School Corporation|Lake Central School Corporation
18|05460|Lake Ridge Schools|Lake Ridge Schools
18|05520|Lakeland School Corporation|Lakeland School Corporation
18|05550|Wawasee Community School Corporation|Wawasee Community School Corporation
18|05580|La Porte Community School Corporation|La Porte Community School Corporation
18|05670|Lawrence Township Metropolitan School District|Lawrence Township Metropolitan School District
18|05700|Lawrenceburg Community School Corporation|Lawrenceburg Community School Corporation
18|05790|Lebanon Community School Corporation|Lebanon Community School Corporation
18|05880|Liberty-Perry Community School Corporation|Liberty-Perry Community School Corporation
18|05910|Linton-Stockton School Corporation|Linton-Stockton School Corporation
18|06030|Logansport Community School Corporation|Logansport Community School Corporation
18|06060|Loogootee Community School Corporation|Loogootee Community School Corporation
18|06080|Warren County Metropolitan School District|Warren County Metropolitan School District
18|06090|Maconaquah School Corporation|Maconaquah School Corporation
18|06120|Madison Consolidated Schools|Madison Consolidated Schools
18|06240|Madison-Grant United School Corporation|Madison-Grant United School Corporation
18|06270|Manchester Community Schools|Manchester Community Schools
18|06390|Marion Community Schools|Marion Community Schools
18|06480|Marion-Adams Schools|Marion-Adams Schools
18|06510|Martinsville Schools Metropolitan School District|Martinsville Schools Metropolitan School District
18|06570|Michigan City Area Schools|Michigan City Area Schools
18|06600|Middlebury Community Schools|Middlebury Community Schools
18|06630|Milan Community Schools|Milan Community Schools
18|06660|Mill Creek Community School Corporation|Mill Creek Community School Corporation
18|06840|Mishawaka School City|Mishawaka School City
18|06870|Mississinewa Community School Corporation|Mississinewa Community School Corporation
18|06900|Mitchell Community Schools|Mitchell Community Schools
18|07020|Cowan Community School Corporation|Cowan Community School Corporation
18|07080|Monroe Central School Corporation|Monroe Central School Corporation
18|07110|Eastern Pulaski Community School Corporation|Eastern Pulaski Community School Corporation
18|07140|Mooresville Consolidated School Corporation|Mooresville Consolidated School Corporation
18|07230|Mount Pleasant Township Community School Corporation|Mount Pleasant Township Community School Corporation
18|07260|Mount Vernon Community School Corporation|Mount Vernon Community School Corporation
18|07290|Mount Vernon Metropolitan School District|Mount Vernon Metropolitan School District
18|07320|Muncie Community Schools|Muncie Community Schools
18|07350|Munster School Town|Munster School Town
18|07380|Nettle Creek School Corporation|Nettle Creek School Corporation
18|07410|New Albany-Floyd County Consolidated Schools|New Albany-Floyd County Consolidated Schools
18|07440|New Castle Community School Corporation|New Castle Community School Corporation
18|07470|New Durham Township Metropolitan School District|New Durham Township Metropolitan School District
18|07500|New Harmony Town and Township Consolidated Schools|New Harmony Town and Township Consolidated Schools
18|07560|New Prairie United School Corporation|New Prairie United School Corporation
18|07620|Nineveh-Hensley-Jackson United School Corporation|Nineveh-Hensley-Jackson United School Corporation
18|07650|Noblesville Schools|Noblesville Schools
18|07680|North Adams Community Schools|North Adams Community Schools
18|07710|North Daviess Community Schools|North Daviess Community Schools
18|07770|North Gibson School Corporation|North Gibson School Corporation
18|07800|North Judson-San Pierre School Corporation|North Judson-San Pierre School Corporation
18|07830|North Knox School Corporation|North Knox School Corporation
18|07860|North Lawrence Community Schools|North Lawrence Community Schools
18|07890|North Miami Community Schools|North Miami Community Schools
18|07900|North Montgomery Community School Corporation|North Montgomery Community School Corporation
18|07920|North Newton School Corporation|North Newton School Corporation
