STATEFP|COUNTYFP|DISTRICT|NAME|NAMELSAD
05|001|01|Gum Pond|Gum Pond Voting District
05|001|010|Lagrue|Lagrue Voting District
05|001|011|Prairie|Prairie Voting District
05|001|012|Brewer|Brewer Voting District
05|001|013|Bayou Meto|Bayou Meto Voting District
05|001|014|Stanley|Stanley Voting District
05|001|015|Point Deluce|Point Deluce Voting District
05|001|016|Arkansas|Arkansas Voting District
05|001|017|Chester|Chester Voting District
05|001|018|Dewitt Ward 1|Dewitt Ward 1
05|001|02|McFall|McFall Voting District
05|001|020|Dewitt Ward 2|Dewitt Ward 2
05|001|021|Dewitt Ward 3|Dewitt Ward 3
05|001|022|Stuttgart Ward 1|Stuttgart Ward 1
05|001|026|Stuttgart Ward 2|Stuttgart Ward 2
05|001|029|Stuttgart Ward 3|Stuttgart Ward 3
05|001|03|Keaton|Keaton Voting District
05|001|032|Humphrey Ward 1|Humphrey Ward 1
05|001|033|Humphrey Ward 3|Humphrey Ward 3
05|001|034|Gillett Ward 1|Gillett Ward 1
05|001|035|Gillett Ward 2|Gillett Ward 2
05|001|036|Gillett Ward 3|Gillett Ward 3
05|001|037|Almyra City|Almyra City Voting District
05|001|038|St. Charles City|St. Charles City Voting District
05|001|04|Henton|Henton Voting District
05|001|05|Morris|Morris Voting District
05|001|06|Mill Bayou|Mill Bayou Voting District
05|001|07|Crockett|Crockett Voting District
05|001|08|Barton|Barton Voting District
05|001|09|Garland|Garland Voting District
05|003|01|Milo|Milo Voting District
05|003|010|Parkdale City|Parkdale City Voting District
05|003|011|Parkdale Rural|Parkdale Rural Voting District
05|003|012|Wilmot City|Wilmot City Voting District
05|003|013|Wilmot Rural|Wilmot Rural Voting District
05|003|014|Mist|Mist Voting District
05|003|015|Beech Creek|Beech Creek Voting District
05|003|016|Mt Zion|Mt Zion Voting District
05|003|017|Hamburg Ward 1|Hamburg Ward 1
05|003|018|Hamburg Ward 2|Hamburg Ward 2
05|003|019|Hamburg Ward 3|Hamburg Ward 3
05|003|02|Fountain Hill City|Fountain Hill City Voting District
05|003|020|Hamburg Rural|Hamburg Rural Voting District
05|003|021|Cooter|Cooter Voting District
05|003|022|Crossroads|Crossroads Voting District
05|003|023|Crossett Rural West|Crossett Rural West Voting District
05|003|024|Crossett Ward 1|Crossett Ward 1
05|003|025|Crossett Ward 2|Crossett Ward 2
05|003|026|Crossett Ward 3|Crossett Ward 3
05|003|027|North Crossett East|North Crossett East Voting District
05|003|028|North Crossett West|North Crossett West Voting District
05|003|029|Votech|Votech Voting District
05|003|03|Fountain Hill Rural|Fountain Hill Rural Voting District
05|003|030|Hickory Grove|Hickory Grove Voting District
05|003|04|Snyder Trafalgar|Snyder Trafalgar Voting District
05|003|05|Boydell|Boydell Voting District
05|003|06|Montrose City|Montrose City Voting District
05|003|07|Montrose Rural|Montrose Rural Voting District
05|003|08|Portland City|Portland City Voting District
05|003|09|Portland Rural|Portland Rural Voting District
05|005|01|2-3|Voting District 2-3
05|005|010|4-2|Voting District 4-2
05|005|011|7-1|Voting District 7-1
05|005|012|4-1|Voting District 4-1
05|005|015|6-1|Voting District 6-1
05|005|016|6-2|Voting District 6-2
05|005|017|8-1|Voting District 8-1
05|005|018|3-4|Voting District 3-4
05|005|019|9-2|Voting District 9-2
